"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","cre.fr/217.115.162.97","443","INFO","HTTP","",""
"pre_128cipher","cre.fr/217.115.162.97","443","INFO","No 128 cipher limit bug","",""
"SSLv2","cre.fr/217.115.162.97","443","OK","not offered","",""
"SSLv3","cre.fr/217.115.162.97","443","OK","not offered","",""
"TLS1","cre.fr/217.115.162.97","443","INFO","not offered","",""
"TLS1_1","cre.fr/217.115.162.97","443","INFO","not offered","",""
"TLS1_2","cre.fr/217.115.162.97","443","OK","offered","",""
"TLS1_3","cre.fr/217.115.162.97","443","OK","offered with final","",""
"NPN","cre.fr/217.115.162.97","443","INFO","not offered","",""
"ALPN_HTTP2","cre.fr/217.115.162.97","443","OK","h2","",""
"ALPN","cre.fr/217.115.162.97","443","INFO","http/1.1","",""
"cipherlist_NULL","cre.fr/217.115.162.97","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","cre.fr/217.115.162.97","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","cre.fr/217.115.162.97","443","OK","not offered","","CWE-327"
"cipherlist_LOW","cre.fr/217.115.162.97","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","cre.fr/217.115.162.97","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","cre.fr/217.115.162.97","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","cre.fr/217.115.162.97","443","INFO","not offered","",""
"cipherlist_STRONG_FS","cre.fr/217.115.162.97","443","OK","offered","",""
"cipher_order-tls1_2","cre.fr/217.115.162.97","443","OK","server -- server prioritizes ChaCha ciphers when preferred by clients","",""
"cipher-tls1_2_xc02b","cre.fr/217.115.162.97","443","OK","TLSv1.2   xc02b   ECDHE-ECDSA-AES128-GCM-SHA256     ECDH 521   AESGCM      128      TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc02c","cre.fr/217.115.162.97","443","OK","TLSv1.2   xc02c   ECDHE-ECDSA-AES256-GCM-SHA384     ECDH 521   AESGCM      256      TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xcca9","cre.fr/217.115.162.97","443","OK","TLSv1.2   xcca9   ECDHE-ECDSA-CHACHA20-POLY1305     ECDH 521   ChaCha20    256      TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipherorder_TLSv1_2","cre.fr/217.115.162.97","443","INFO","ECDHE-ECDSA-AES128-GCM-SHA256 ECDHE-ECDSA-AES256-GCM-SHA384 ECDHE-ECDSA-CHACHA20-POLY1305","",""
"prioritize_chacha_TLSv1_2","cre.fr/217.115.162.97","443","INFO","true","",""
"cipher_order-tls1_3","cre.fr/217.115.162.97","443","INFO","NOT a cipher order configured","",""
"cipher-tls1_3_x1302","cre.fr/217.115.162.97","443","OK","TLSv1.3   x1302   TLS_AES_256_GCM_SHA384            ECDH/MLKEM AESGCM      256      TLS_AES_256_GCM_SHA384","",""
"cipher-tls1_3_x1303","cre.fr/217.115.162.97","443","OK","TLSv1.3   x1303   TLS_CHACHA20_POLY1305_SHA256      ECDH/MLKEM ChaCha20    256      TLS_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_3_x1301","cre.fr/217.115.162.97","443","OK","TLSv1.3   x1301   TLS_AES_128_GCM_SHA256            ECDH/MLKEM AESGCM      128      TLS_AES_128_GCM_SHA256","",""
"supportedciphers_TLSv1_3","cre.fr/217.115.162.97","443","INFO","TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256 TLS_AES_128_GCM_SHA256","",""
"cipher_order","cre.fr/217.115.162.97","443","OK","server -- TLS 1.3 client determined","",""
"FS","cre.fr/217.115.162.97","443","OK","offered","",""
"FS_ciphers","cre.fr/217.115.162.97","443","INFO","TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256 ECDHE-ECDSA-AES256-GCM-SHA384 ECDHE-ECDSA-CHACHA20-POLY1305 TLS_AES_128_GCM_SHA256 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"FS_KEMs","cre.fr/217.115.162.97","443","OK","X25519MLKEM768","",""
"FS_ECDHE_curves","cre.fr/217.115.162.97","443","OK","prime256v1 secp384r1 secp521r1 X25519","",""
"FS_TLS12_sig_algs","cre.fr/217.115.162.97","443","LOW","ECDSA+SHA512 ECDSA+SHA384 ECDSA+SHA256 ECDSA+SHA1","",""
"FS_TLS13_sig_algs","cre.fr/217.115.162.97","443","INFO","ECDSA+SHA256","",""
